Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Lebanon,LBN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.84,,,,,942199.4,12920910.57,40173765.91,32815724.76,28121287.53,34761108.1,34392576.1,32884145.91,22300898.95,
Liberia,LBR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566666.6667,,,1222222.222,1559259.259,1462962.963,1370370.37,1959259.259,1570370.37,1570370.37,1377777.778,2177777.778,2403703.704,2381111.111,2381470.37,2432592.593,2373659.259,2681196.296,3156070.741,3927893.333,3983168.519,3900162.963,3940647.407,7648911.674,7788039.63,8491747.87,8776486.255,
Latin America & Caribbean,LCN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,8000000,7000000,10000000,1002980,6514260,8344910,8868480,236111828.2,332543310.6,279796786.7,342233000,500725000,411691666.7,673878333.3,741095000,775881666.7,705940000,720517346.9,767175399.9,713414444.4,694903252,837535664.5,982765262.3,1046593470,975154465.9,1122277794,1513399817,1693143107,2116186819,2537851059,2815724620,3366355651,3366669887,3206359463,3595650859,3522790822,4626048989,5149863379,5605614622,6046583724,6435187761,6330721694,7516608641,8745092603,10002805821,11169536450,12577096655,11948411716,11701666668,11753650904,
Least developed countries: UN classification,LDC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,124634.06,139982.2407,289177.3659,1390621.295,1418093.149,1692358.025,283983.9372,404811.4378,762485.0308,664567.3483,809989.5069,879038.5594,1158127.638,1136343.132,2160929.525,2534752.057,2119006.962,4635140.657,7721535.841,8586365.66,10478098.15,11863264.96,12317765.13,27700445.78,35286307.43,36742769.33,39639388.24,30519800.3,48031583.93,32973969.27,55681257.25,69637023.34,77402577.37,99358105.85,107099038.2,128788612.4,130233317.8,121162286.7,319954513.7,359977303.1,693588841.5,665342682.5,782140724.1,378463842.6,
Low income,LIC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,124634.06,139982.2407,125549.0184,10097732.25,8679245.463,11978955.5,13921252.51,14156238.38,17403239.78,14308451.06,7963487.19,5107351.795,7159228.076,7385044.709,7098603.626,6451493.812,8695778.551,44148978.81,12429716.82,13714740.66,16111581.23,10374074.47,7302749.997,18196544.64,22809823.22,22717764.93,23380765.39,18436227,39066009.19,31515285.24,49870993.8,64176717.11,82510943.74,103136308.9,104219042.6,144377981.3,122415762,94238295.81,72323869.86,125545870.3,90852341.75,100400410.3,281724905.7,86859879.13,
Liechtenstein,LIE,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower middle income,LMC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,449999.9999,23252105.81,48977340.28,79306896.43,65986972.86,68595658.84,131826090.9,157404224.8,116493195.2,86233448.14,72572566.35,63540515.75,71179368.58,107252563.9,196868936.4,234719045,196083642.6,192221970.6,223005825,348448183.2,921843330.6,533926768.2,472735169.1,948328059.2,966352586,1125734659,1784241055,1257567699,1093116366,1596491844,2587863602,2990477155,3158929518,4065158032,4981832548,5381055472,6087669119,6636014541,8314210573,8655709334,9657759622,9415640268,9927802980,11370269209,
Low & middle income,LMY,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,5599997.762,5599997.762,8399996.643,15399993.85,15399993.85,26599989.37,26599989.37,32199987.13,45799984.9,46199984.34,56199981.54,48530355.68,70288240.21,86423761.9,81141487.15,370804511.5,451982504.9,439392901.3,503177901.1,679430542,672141082.3,815242229.3,674343936.1,528004139.8,489514720.5,472341683.1,527091948.3,708443452.3,788779176.2,876847891,1024469081,1152443637,1276634002,1639081195,2580753699,2680137693,3152712005,4686939729,4350998485,5814902912,7284084510,7929324473,9881661614,11583831145,15787525793,18826639549,21232612609,25894742540,31175190554,31130038694,37229526444,41609443768,49403092260,55723315152,58577685764,54572799652,56447694452,64228473372,
Lesotho,LSO,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667959.956,1406811.799,1384535.83,442985.1774,1089633.277,,335433.1014,1371747.228,328700.2254,1129515.256,1354946.225,-144976.9361,1076130.009,928054.8242,804133.4719,1261064.506,1558861.801,1662736.423,11876.11655,11362.28426,1245117.167,358796.3594,4868525.98,5035068.784,4665404.779,4152930.194,3831336.079,3382152.318,2925902.536,3219584.624,
Late-demographic dividend,LTE,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,8000000,7000000,10000000,1002980,6514260,8344910,8418480,270776649.4,328953200.8,255747012.2,296305825.7,150985947.8,197213742.3,201104512.7,149087675.8,145114777.9,140986549.4,147148871.4,160958892.8,200384604.3,261368247.5,334440405.2,365941686.2,408237428.3,493959090.2,716945466.5,1012336592,1561352404,2211962548,2959938086,2875020020,4481581190,5263087154,6302337946,7719431610,9053444091,10901413821,32517551840,37746457043,43721148768,60631827285,59653715256,67698635330,75168123757,82609078734,93928562581,1.14E+11,1.22E+11,1.24E+11,1.30E+11,
Lithuania,LTU,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238239.5807,1432500,4275000,4997500,5950000,14060000,12270000,10175000,11482984.44,18106868.18,18001567.37,20634317.49,24404129.45,21623283.88,34490198.05,29069042.8,34810702.51,34281955.16,38199152.09,51755824.81,47435061.02,48332276.36,66912314.27,67703531.37,
Luxembourg,LUX,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107079873.6,121761843.8,243106084,108461339.1,120235529.2,174318008.6,170015195.7,230096211.1,516333197.4,697923812.5,683245607,736578782.5,1310473924,2598926747,4517402022,5106239536,4235858978,4646720431,5369855695,
Latvia,LVA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13580,2000,,,767000,1455000,6500000,9700000,,,,,,,,,35298624.23,25186476.24,33044453.81,52836979.61,43707389.44,47868453.98,45136670.91,34403769.08,36447936.12,45308806.98,
"Macao SAR, China",MAC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1689190.591,1968523.284,2789768.476,5356341.789,6077666.529,44748200.22,102082142.1,122157087.8,182803223.3,253219908.2,221199196.8,221202398.4,203816715.4,168938369.6,174025763.2,279588587.1,
St. Martin (French part),MAF,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,22702105.81,28737501.6,35085024.75,29999970.01,29750194.55,36833387.15,25327244.27,14112515.77,12093389.09,13393056.02,11627335.93,16255801.88,19977928.58,43731689.64,49480630.1,59570449.74,60414285.8,67112718.33,77752727.51,99535843.5,125055094.6,132975735.6,122912447.7,172316570.7,201031796.6,19067093.66,35371218.64,40542318.54,28963366.32,36739032.96,45408253.27,49157198.31,35994436.11,15360060.09,48852466.31,30432451.13,41349877.49,56844992.81,73902813.79,111106151.9,95600829.85,104258156.7,132032392.7,
Monaco,MCO,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990000,100000,270000,350000,1820000,1040000,1220000,3020000,2630000,2330000,4010000,7220000,14920000,10630000,12750000,16600000,18700000,24160000,25080000,18370000,19070000,20890000,
Madagascar,MDG,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,976885.4654,1196516.807,1457309.071,,,,,,,,130937.387,135028.8535,130968.6221,133855.6679,3694098.161,4227543.411,6421837.382,9304491.438,9407750.865,3338872.129,11064871.98,9786087.461,10240659.48,10946466.17,7850614.743,22901362.99,6500089.4,22987712.4,12601449.05,19049398.45,56253427.49,49735633.25,42458444.22,26814639.39,6950648.925,14136946.34,18122663.83,6078177.073,17133514.85,8039022.438,18645925.52,
Maldives,MDV,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988772.6845,1910049.443,2776404.812,2270000,3423512.105,3713621.198,3656170.348,3543090.57,,,,
Middle East & North Africa,MEA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,1000000,2000000,,,,2000000,2000000,2000000,3000000,3000000,3000000,4000000,6000000,4271152.126,8259415.71,32221878.84,38207939.48,48470393.73,41336573.1,41317582.08,42699450.29,60330352.04,57145426.71,49349902.52,48596479.66,39212745.03,49249667.5,70033741.08,102023682.9,118025544.8,137684894,150040883.2,174352838.4,192735446.7,763322085.8,388241633.9,370286112,699839715.2,791238893.4,815577676.2,793500664.8,872381036,695090135.2,659110115.1,684649836.2,959875837.8,1140638946,1550945122,2184093066,2902653063,2848636263,2086085024,2148094233,2120018090,2250869104,2377599128,2604705074,2677318979,
Mexico,MEX,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,328000000,177000000,272000000,235000000,110000000,125000000,142000000,172000000,233000000,217000000,221000000,380000000,419000000,472000000,494000000,668440000,484130000,360100000,501300000,453633000,554161000,406846000,418500000,1071669580,976624620,1880979220,1933348460,1735629623,1103423119,344873514,278542962,293690147,283730262,253435486,235141773,239769766,259558175,276717753,291515339,
Marshall Islands,MHL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,5599997.762,5599997.762,8399996.643,15399993.85,15399993.85,26599989.37,26599989.37,32199987.13,45799984.9,46199984.34,56199981.54,48530355.68,70288240.21,86423761.9,81016853.09,370664529.3,451856955.8,429295169.1,494498655.6,667451586.5,658219829.8,801085990.9,656940696.3,513695688.7,481551233.3,467234331.3,519932720.2,701058407.6,781680572.6,870396397.2,1015773303,1108294658,1264204285,1625366454,2564642118,2669763619,3145409255,4668743185,4328188662,5792185147,7260703744,7910888246,9842595605,11552315860,15737654799,18762462831,21150101666,25791606231,31070971512,30985660712,37107110682,41515205472,49330768390,55597769282,58486833422,54472399242,56165969546,64141613493,
North Macedonia,MKD,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2810000,2250000,2421007.683,5455018.641,5681955.073,5505751.676,10323881.98,6953248,9390434,10351748,8665872,19319106,24890350,20239756.76,17758539,24885150,33907240,41586769,52812610,56157840,66879970,53366170,
Mali,MLI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988066.012,1862355.73,1278070.569,1437390.365,1320268.714,1141822.69,637026.5633,884376.6731,607626.7845,1080633.983,1090095.203,1001529.873,1607841.782,2626082.172,2019072.068,,,,,,,,
Malta,MLT,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,271152.1261,259415.71,519773.0338,470437.8808,1420760.071,2075855.214,2231706.983,2605473.432,2844576.241,2426345.263,2312410.52,1301421.986,1492044.208,1781204.477,1736655.491,2115719.798,2008651.549,2536266.088,2645072.972,2809452.638,2686446.915,5509086.663,8571815.575,10928422.14,13110331.22,11585515.72,13516848.43,9848318.834,10193326.79,13226093.3,15225284.75,29210578.92,128326059.4,195087277.4,124981919.7,890071179.2,1613091987,1593210597,596841855.2,446337429.2,510770517.7,555242521.9,678937302.9,675741853.1,724966701.6,
Myanmar,MMR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,163628.3475,195007.2547,,,,,397306.3435,289304.306,269890.1825,598452.2972,,,313376.8005,,183126.2141,,,,,,,,,,,,,,,,,,,,,,,,295324275.7,271948538.3,230635285.5,26384508.89,
Middle East & North Africa (excluding high income),MNA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,22702105.81,28737501.6,36049633.65,31260717.88,32085875.1,37093976.86,26485775.8,15419081.44,13137492,13995057.68,12820700.82,16468463.02,21597085.59,44407963.15,51716893.25,62048627.92,61495810.2,68243385.8,78748999.79,609512999.1,224169818.4,176057689.9,491429384,566953377.6,532460827.8,423052346,402587709.2,220064041.9,210484830.3,164739257.3,289649778.4,264751668.1,513263202.8,385821886.8,390961075.6,423925665.5,420943168.9,590056804.2,611247572.4,559926581.9,637061825.2,726863221.1,600752277.6,
Montenegro,MNE,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9022255.279,11277652.78,11619549.03,8873363.542,2820882.081,3079575.021,4457859.895,5295232.603,3445276.957,6013772.255,5131370.605,
Mongolia,MNG,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250710,790260,2589800,4656009.72,12030269.39,14479922.25,12999781.95,15585952.21,24610007.25,15696187.19,
Northern Mariana Islands,MNP,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5656758.83,2338960,2361670.872,1906090.572,3554354.576,3807426.927,4721835.26,8054486.93,24529769.8,19574342.62,26793739.52,19003105.27,15615001.38,
Mauritania,MRT,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10693050.69,,1061723.714,,
Mauritius,MUS,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185306.464,1384588.848,2280330.7,1696030.315,4265314.468,4716068.975,4422762.476,5998794.771,5853887.261,5185393.603,12068022.45,15201851.05,15522665.59,13487012.58,15456951.19,15754704.31,17580177.28,19759852.01,
Malawi,MWI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104161.8377,139036.6342,404220.758,794688.6968,1334741.501,43685.21619,198089.4459,468950.8384,234434.6737,406086.369,953731.6472,429480.7545,429570.8664,429686.5286,429562.1707,429559.8389,429552.4908,440265.4097,460365.7112,1785271.546,2983405.573,3697639.828,3593785.221,4290444.251,
Malaysia,MYS,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,21933415.34,37209159.9,41230402.01,,,,,,,,,,,,,,,,,,480526315.8,546052631.6,751315789.5,627894736.8,782000000,895618421.1,1369655659,954002498.6,1185193311,1267781217,1133119333,1318006092,1634190362,1543302849,1395327002,1423860804,1294968669,1347909837,1827601303,
North America,NAC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,220000000,240000000,300000000,400000000,360000000,480000000,500000000,510000000,670000000,850000000,730000000,1245523428,1476791311,1658904592,1968409863,1967921127,2337830515,2837468454,3904280360,3976457816,4803735510,5828584438,6874792405,6717668201,7615794953,8801428690,9787384131,11448708729,13827280796,16514778230,20170990016,20204735427,23976116912,24713803345,30147873438,32534118229,32125734947,34645583737,38553180660,40217839830,42290594031,46506362675,49574142602,50676123212,53692281008,51347642922,58034804872,63195450729,
Namibia,NAM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2512251.251,4345755.555,3471231.004,2386969.655,4731330.372,2839745.967,3070232.142,3428847.969,2532431.326,3113935.996,8055999.476,0.371065271,1663615.549,3578522.786,3241378.29,1745714.29,3004599.117,1928214.245,15243361.84,6850862.175,5980160.247,8473753.521,6217145.125,7002941.61,8609619.573,7080686.53,2984701.004,2406514.047,
New Caledonia,NCL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2208269.87,2827905.493,2642926.814,1918530.647,1513784.633,2831445.409,4752053.874,2484816.139,2146741.038,1393902.156,2347112.998,1799176.697,2670986.533,1321244.979,1826701.753,,
Niger,NER,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,822971.8208,865119.3649,903144.5649,877720.1109,11018.68524,10634.26632,1779427.994,1889373.945,513324.1888,570972.4507,,,225442.156,256618.8448,193826.6835,9549.293704,789109.4816,247763.1147,490265.848,1139405.305,485761.7219,98066.46675,281372.3118,1990739.711,,,,,,,,,
Nigeria,NGA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,54866584.48,80944371.5,26727595.23,13804340.16,2609169.446,2237701.94,1139910.959,,,,,,,,,,,,,,,,,49852057.33,,67499686.15,84275550.26,172689266.9,190315965.1,208410822.1,223393845.1,213200895.9,250802141.1,258580865.7,250524755.3,259310470.4,252613452.4,252424281.9,
Nicaragua,NIC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,2100000,2200000,1800000,1000000,1200000,1000000,600000,,,,,,,,,,,,,,,,,,,,,,,,,800000,800000,800000,800000,800000,800000,1200000,1200000,1900000,2000000,
Netherlands,NLD,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,65193370.12,73480662.93,101933701.6,115193370.1,116196368.8,153180572.9,190314953.2,236405178.9,280750666.7,356184984.6,358904989.3,444965266.7,555839848.6,643013987.8,593270893.5,573412537,517293600.3,558184911.7,733747259.9,776637314.9,1124074557,1412099329,1817963401,1751322271,2266655294,2308262572,2668043102,2673530893,3005762957,2945036291,2655169802,3060821395,3461981835,2504698546,2320783665,2611819477,3359707667,24224673192,25317836531,26980556449,32115799085,36255944037,34389660658,32827958712,36637804206,36150061118,37445252145,47304840135,72122742866,37620317433,39575407181,
Norway,NOR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,48157436.31,55892735.18,58356842.57,65100169.44,76750163.91,94580447.32,92743301.91,75780902.95,87699810.55,79155915.94,77015651.74,110675381.1,195017927.4,160386374.6,132422322.7,148378685.4,168499156.4,183763753.6,266135554.6,296971926.5,375298594.1,290439765.6,364153390.7,347818300.5,341556972.1,439207804.4,329060784.9,328603757.9,394454192.2,442165107.9,436873691.6,454367240.6,168936737.4,459851144,317624196.9,633879635.6,778782346.3,587756889.1,668151571.2,654166979.2,569367271.7,505448565.9,638489909,
Nepal,NPL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312843010.4,317121949.6,361820924.4,466307528.8,528700292.6,554120312.9,501079242.8,611066531.8,619758922.6,578826768,699871923,1010436678,973564426.1,982801999.8,942756515.2,833761342.9,863661441.7,916712221.7,
OECD members,OED,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,1000000,2000000,,,,2000000,2000000,67193370.12,76480662.93,104933701.6,675452966.7,1147120679,1374045186,1704341825,1869516207,3059069788,3250272495,3465147312,4174146638,5631524586,6163255227,6289301076,6358445098,6491756775,6915578088,7300939716,9570659114,12671643642,15759926732,17578537603,22607998670,23994118400,25931275699,25382489407,28533900205,33480826484,45749166828,47530563123,50525504838,58080967424,62784730479,62356032231,68859632903,75769609067,1.13E+11,1.45E+11,1.52E+11,1.69E+11,2.01E+11,1.93E+11,2.05E+11,2.24E+11,2.26E+11,2.46E+11,2.89E+11,3.17E+11,2.92E+11,3.05E+11,
Oman,OMN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other small states,OSS,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,271152.1261,259415.71,519773.0338,1494850.809,2467416.983,3577276.011,4491419.569,4910785.609,5079964.55,4271185.605,4649020.687,1935964.274,2519399.051,2804330.288,9962158.343,12397181.15,14004831.36,28457151.71,25193025.5,37602792,33923000.44,36883307.72,47966215.44,49204793.5,80231646.91,89073584.35,90444641.26,90080527.24,98105218.22,112755159.1,161006571.5,200505241.7,328030643.7,412265550.5,380315277.1,1109875842,1819803151,1716966377,721728002.1,558857546.1,685652614.8,791934101.2,1037366597,1025415764,1101120378,
Pakistan,PAK,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6147678.642,11858421.19,21204378.3,13762344.77,19336528.38,11000000,22000000,28000000,19000000,18000000,36000000,86000000,109000000,106000000,107000000,117000000,90000000,124000000,127000000,161000000,126000000,160000000,180000000,221000000,227000000,
Panama,PAN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,4100000,5700000,7400000,12100000,13400000,14600000,12500000,12800000,11200000,13800000,12200000,9900000,9000000,9300000,9100000,10100000,10700000,12400000,16000000,17300000,16400000,26400000,30000000,42400000,35800000,46700000,42400000,45500000,44600000,42600000,57200000,59400000,62500000,46300000,68700000,96900000,80900000,98700000,57000000,47000000,46300000,
Peru,PER,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,4000000,3700000,8000000,3700000,1600000,5000000,8000000,12000000,22000000,37600000,49969000,78951000,54075000,62796820,63984000,74288000,65485000,70755000,74298000,78082000,81628000,95339000,111272000,159484000,152419000,196763615.3,215801198.3,299559380,336283524.4,299512180.6,302156767.9,323577217.7,306382719.2,
Philippines,PHL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,16000000,17000000,17000000,19000000,24000000,23000000,23000000,26000000,17000000,20000000,31000000,27000000,37000000,38000000,56000000,55000000,60000000,95000000,99000000,82000000,158000000,70000000,110000000,197000000,159000000,236000000,278000000,273000000,265882903.8,348937717.7,385425695.4,387300951.6,412169786.8,446477954.5,441511424.4,471305024.6,529353929,547026079.2,612611626,546410232.4,751387515.6,
Palau,PLW,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,250197.0309,250554.9547,138587.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000000,44000000,144000000,175000000,195000000,491000000,555000000,508000000,557000000,745000000,883000000,1036000000,1313000000,1575000000,1773000000,1542000000,2248000000,2407000000,2332000000,2693000000,2945000000,2431000000,2692000000,3167000000,
Pre-demographic dividend,PRE,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,124634.06,139982.2407,125549.0184,1098995.683,1418093.149,1692358.025,55150568.42,81349182.94,27092773.92,14179603.2,3149268.771,2518288.202,3915106.034,2959553.512,2455410.37,5388240.665,6787125.078,8428251.067,10437544.79,111652733.5,97518100.38,76318592.57,60296051.78,89209868.96,71030550.03,78610217.89,111095551.5,83291218.49,80365150.92,111979522.8,93760801.01,196971819.3,172456567.1,519201877,334736445.4,369984455.3,369627040.2,343113353.6,590080904.8,663080119.2,738438667.9,753789672.5,685069437.1,768871669.3,
Puerto Rico,PRI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
